bill_id,title,sponsor,committees,latest_action,text_url,actual_text,sponsor_chamber,sponsor_party,sponsor_state,bill_type,congress,congress_years,is_naming_bill,num_committees,bypassed_committee,committee_names_str,passed_label,clean_text,passed
sres1-118,A resolution establishing a Committee to Inform the President of the United States that a quorum of each House is assembled.,"Sen. Schumer, Charles E. [D-NY]",[],"Submitted in the Senate, considered, and agreed to without amendment by Unanimous Consent. (consideration: CR S6; text: CR S6)",https://www.congress.gov/118/bills/sres1/BILLS-118sres1ats.htm,"[S. Res. 1 Agreed to Senate (ATS)]

118th CONGRESS
  1st Session
S. RES. 1

 Establishing a Committee to Inform the President of the United States 
  that a quorum of each House is assembled.

_______________________________________________________________________

  IN THE SENATE OF THE UNITED STATES

  January 3, 2023

 Mr. Schumer submitted the following resolution; which was considered 
  and agreed to

_______________________________________________________________________

  RESOLUTION

 
 Establishing a Committee to Inform the President of the United States 
  that a quorum of each House is assembled.

  Resolved, That a committee consisting of two Senators be appointed 
to join such committee as may be appointed by the House of 
Representatives to wait upon the President of the United States and 
inform him that a quorum of each House is assembled and that the 
Congress is ready to receive any communication he may be pleased to 
make.
  <all>",Senate,D,NY,sres,118,2023-2024,0,0,1,,passed,"[S. Res. 1 Agreed to Senate (ATS)]

S. RES. 1

 Establishing a Committee to Inform the President of the United States 
 that a quorum of each House is assembled.

 IN THE SENATE OF THE UNITED STATES

 January 3, 2023

 Mr. Schumer submitted the following resolution; which was considered 
 and agreed to

 RESOLUTION

 
